Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	33b6ac0f-f4fb-41bd-9505-78812b45b6b1	PathCellObject		PathAnnotationObject	Polygon	3613.6	14678.7	0.7768	19.2866	17.3082	0.809	0.9876	7.0098	3.493	43.9418	25.9098	0.8225	1	10.5151	5.2387	0.4389	0.7111	0.7019	0.4503	1.1375	0.1099	0.4456	0.4045	0.227	1.1119	0.1638	0.382	0.3525	0.24	0.8322	0.132	0.5623	0.5664	0.227	1.1375	0.1942	0.2857	0.2499	0.111	0.5958	0.1169	0.3934	0.3375	0.1168	0.8191	0.1686	0.4262	0.3813	0.1861	0.8191	0.1764	0.346	0.3163	0.111	0.8191	0.1574
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	f26c7fc6-f8c9-451e-95a9-faeb3b94415b	PathCellObject		PathAnnotationObject	Polygon	3546.5	14887.3	0.7762	30.4345	19.8514	0.9705	0.9992	6.6993	5.7001	68.5361	29.7741	0.9715	1	10.0494	8.5499	0.4441	1.2593	1.3263	0.4481	1.8153	0.3107	0.3916	0.347	0.1043	1.1357	0.2014	0.244	0.2522	0.1043	0.4465	0.0839	0.7777	0.6243	0.1043	1.8153	0.5015	0.1264	0.123	0.0158	0.2687	0.0457	0.1319	0.1299	0.0194	0.2721	0.0557	0.1117	0.1056	0.0291	0.2468	0.0517	0.1295	0.1271	0.0158	0.2721	0.0516
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	146e8d96-ccba-4002-bc58-257f7155bce3	PathCellObject		PathAnnotationObject	Polygon	3555.9	14854.8	0.7756	14.6226	14.8441	0.8339	0.9976	5.9673	3.0792	32.9596	22.2492	0.8367	1	8.9507	4.6189	0.4437	0.7882	0.7867	0.5065	1.0457	0.1418	0.4359	0.4367	0.2184	0.6728	0.0995	0.3692	0.363	0.2184	0.5693	0.085	0.5906	0.5578	0.2184	1.0457	0.212	0.2146	0.202	0.1242	0.3498	0.0543	0.2581	0.2367	0.1233	0.4352	0.0834	0.267	0.2478	0.1233	0.4236	0.0938	0.239	0.2185	0.1233	0.4352	0.0752
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	cc48cf5a-345b-4e4b-bd6d-6e1b84d4efb4	PathCellObject		PathAnnotationObject	Polygon	3695.6	14712.6	0.7755	34.3003	22.4596	0.8545	0.9935	8.9906	4.8569	77.6817	33.6633	0.8614	1	13.4865	7.2856	0.4416	1.0711	1.0918	0.5833	1.4027	0.171	0.5338	0.5233	0.0696	1.0542	0.2263	0.4279	0.4489	0.0696	0.9477	0.2357	0.7714	0.7855	0.0696	1.4027	0.3357	0.1686	0.1692	0.0711	0.2785	0.0361	0.1626	0.1635	-0.0009	0.2809	0.0519	0.1461	0.1572	-0.0009	0.2474	0.0561	0.1652	0.1659	-0.0009	0.2809	0.0457
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	ffa897a8-bee7-45d5-a495-6438d19b7736	PathCellObject		PathAnnotationObject	Polygon	3604.4	14866.1	0.7754	19.4724	18.0137	0.7541	0.9673	7.3973	3.4877	45.2942	26.854	0.7893	1	11.0953	5.2309	0.4299	1.0605	1.0786	0.4145	1.62	0.3104	0.5694	0.4214	0.114	1.626	0.3881	0.4152	0.3522	0.114	1.1093	0.2411	0.7797	0.7089	0.114	1.626	0.4317	0.167	0.1589	0.0578	0.2922	0.0467	0.1704	0.161	0.0111	0.5927	0.0878	0.1859	0.1632	0.0111	0.5927	0.1125	0.1689	0.1605	0.0111	0.5927	0.0731
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	eb9fe383-7da4-491c-8fd6-ec253db85d23	PathCellObject		PathAnnotationObject	Polygon	3524	14682.7	0.7754	14.7344	14.8614	0.8384	0.9849	5.7735	3.4175	33.6611	22.2471	0.8547	1	8.6594	5.1265	0.4377	1.2686	1.2358	0.3865	2.0928	0.396	0.5926	0.5387	0.1176	1.5584	0.2888	0.5281	0.4652	0.1176	1.3848	0.2777	0.8863	0.783	0.1176	2.0928	0.4771	0.2974	0.269	0.1008	0.651	0.1234	0.3041	0.268	0.0634	0.7	0.1397	0.3171	0.2707	0.0761	0.6702	0.1425	0.3012	0.2687	0.0634	0.7	0.1328
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	00dd70f4-7800-489d-91f0-5ba4f9c8e200	PathCellObject		PathAnnotationObject	Polygon	3701.2	14756.6	0.7746	15.118	14.7706	0.8708	1	5.8016	3.4564	34.0156	22.1563	0.8707	1	8.7021	5.1853	0.4444	1.1664	1.0618	0.5145	1.9883	0.4323	0.4334	0.4107	0.1615	0.8584	0.1513	0.3274	0.2906	0.1615	0.5798	0.1063	0.7598	0.6149	0.1615	1.9883	0.4782	0.3902	0.372	0.1636	0.6917	0.1134	0.4194	0.3845	0.2038	0.7329	0.1415	0.4186	0.3618	0.2038	0.7329	0.1717	0.4064	0.379	0.1636	0.7329	0.1304
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	2faef91d-66fe-44df-aa92-d1dbe2302ca8	PathCellObject		PathAnnotationObject	Polygon	3577.2	14692.4	0.7745	15.8472	15.4794	0.8311	0.9948	6.3853	3.2618	35.8436	23.1949	0.8372	1	9.5767	4.8931	0.4421	0.9181	0.9078	0.524	1.379	0.1866	0.4528	0.4206	0.1868	0.8834	0.1694	0.382	0.3422	0.1868	0.8294	0.1565	0.6569	0.6281	0.1868	1.379	0.2911	0.2451	0.2446	0.1583	0.3269	0.0267	0.2839	0.2945	0.1402	0.3975	0.0515	0.2853	0.3104	0.1402	0.3843	0.0658	0.2669	0.2578	0.1402	0.3975	0.0466
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	15570e1d-92bf-42e8-9e6a-fc1874ba3ce9	PathCellObject		PathAnnotationObject	Polygon	3721.7	14718.1	0.7725	14.9187	14.031	0.9523	1	5.0029	3.7658	33.5675	21.0474	0.9522	1	7.5051	5.6481	0.4445	0.7791	0.7837	0.4682	1.0162	0.1292	0.5365	0.4721	0.2766	1.1535	0.2058	0.5022	0.3756	0.2766	1.1535	0.2595	0.6446	0.6434	0.2766	1.1535	0.2131	0.2146	0.2108	0.1476	0.3205	0.0322	0.2555	0.2544	0.1787	0.3319	0.0313	0.253	0.2589	0.1787	0.3319	0.0372	0.2373	0.2366	0.1476	0.3319	0.0377
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	44656f71-7130-457a-a8be-6d3aba3af8a2	PathCellObject		PathAnnotationObject	Polygon	3612.7	14744.5	0.7721	14.185	15.3153	0.76	0.9735	6.2737	3.0339	32.7632	22.8291	0.79	1	9.4099	4.5511	0.433	0.9593	0.9649	0.4417	1.3766	0.1776	0.429	0.4081	0.2103	0.8293	0.1276	0.3588	0.3493	0.2103	0.5115	0.0776	0.6598	0.5848	0.2103	1.3766	0.3035	0.1716	0.1747	0.0186	0.2933	0.0453	0.2146	0.2136	0.0229	0.4668	0.0787	0.2466	0.2505	0.1242	0.4668	0.0785	0.1959	0.1894	0.0186	0.4668	0.0696
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	c46b6a64-cc29-4857-9e7f-b91b39c5e85e	PathCellObject		PathAnnotationObject	Polygon	3589.5	14686.7	0.7718	25.9753	20.3529	0.788	0.9951	8.3945	3.8067	58.7369	30.4815	0.7944	1	12.5929	5.7102	0.4422	1.0291	1.032	0.4147	1.5469	0.1815	0.4822	0.4097	0.143	1.1525	0.2558	0.3951	0.3138	0.1596	1.1525	0.2511	0.723	0.7628	0.143	1.5469	0.3533	0.195	0.2051	-0.0086	0.3105	0.0563	0.1801	0.187	0.0144	0.4355	0.0746	0.2085	0.2043	0.0582	0.4355	0.0796	0.1866	0.1946	-0.0086	0.4355	0.0675
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	81084e45-66b9-472e-b2e0-ac76969ce979	PathCellObject		PathAnnotationObject	Polygon	3559.5	14764.4	0.7715	37.1722	23.9055	0.8174	0.9909	9.6231	5.3238	84.3957	35.8184	0.8266	1	14.4353	7.9819	0.4404	0.8538	0.8034	0.3335	2.0009	0.2727	0.426	0.4151	0.1343	0.7829	0.1184	0.3513	0.3393	0.1343	0.5872	0.1049	0.6135	0.5409	0.1343	2.0009	0.2924	0.5094	0.4906	0.2341	0.9866	0.1359	0.3363	0.3183	0.1182	0.8029	0.0952	0.3049	0.2951	0.1182	0.5926	0.099	0.4122	0.3905	0.1182	0.9866	0.1434
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	ec2c885b-9c11-4d05-9f55-9457cd0e06f7	PathCellObject		PathAnnotationObject	Polygon	3666.8	14769.4	0.7713	11.1758	13.1024	0.8181	0.9839	5.2137	2.8213	25.5582	19.5912	0.8368	1	7.8201	4.2323	0.4373	0.7541	0.7408	0.3168	1.2329	0.2346	0.3454	0.3213	0.1891	0.6562	0.1087	0.2952	0.264	0.1891	0.5138	0.0901	0.5232	0.441	0.1891	1.2329	0.2677	0.3225	0.3193	0.2099	0.4966	0.0493	0.3831	0.3669	0.2266	0.6539	0.0901	0.3912	0.3576	0.2266	0.6539	0.1067	0.3567	0.3414	0.2099	0.6539	0.0808
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	31674f76-1a14-43a9-8311-4b8be59d7bc8	PathCellObject		PathAnnotationObject	Polygon	3532.6	14814.7	0.7696	23.89	19.1124	0.8218	0.9806	7.5806	4.0003	54.8105	28.5968	0.8422	1	11.3715	6.0001	0.4359	1.3696	1.4381	0.3813	1.9735	0.4217	0.4099	0.37	0.22	0.8716	0.1328	0.3383	0.3167	0.2265	0.6977	0.0912	0.8272	0.58	0.22	1.9735	0.5601	0.1558	0.1548	-0.0226	0.2984	0.0551	0.1486	0.1507	0.0066	0.2759	0.051	0.1351	0.1236	0.0277	0.2655	0.0591	0.1517	0.1514	-0.0226	0.2984	0.0529
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	2b3ca999-b06b-498a-900c-818225078d0f	PathCellObject		PathAnnotationObject	Polygon	3649	14701.5	0.7691	11.0287	12.3043	0.9154	0.9971	4.5384	3.169	24.8893	18.4428	0.9195	1	6.8091	4.7534	0.4431	0.9093	0.8987	0.3499	1.5155	0.2468	0.4223	0.4265	0.1965	0.6942	0.1031	0.3662	0.3771	0.1965	0.4631	0.0721	0.6425	0.5458	0.1965	1.5155	0.3036	0.7109	0.7164	0.2964	1.0993	0.1822	0.3873	0.4074	0.079	0.886	0.1657	0.3507	0.3539	0.079	0.6659	0.1791	0.5337	0.5109	0.079	1.0993	0.2366
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	260e19be-0f3e-4249-a865-51a45930c236	PathCellObject		PathAnnotationObject	Polygon	3653.8	14706.6	0.7686	10.9653	12.5328	0.8773	0.9992	4.8581	2.783	24.6889	18.7976	0.878	1	7.2863	4.1743	0.4441	0.9883	0.9425	0.5336	1.5443	0.2576	0.4782	0.4724	0.2467	0.7932	0.1219	0.4139	0.3917	0.2467	0.7063	0.1157	0.7032	0.6171	0.2467	1.5443	0.319	0.2285	0.2221	0.117	0.4037	0.0511	0.2784	0.2541	0.1048	0.6754	0.1091	0.2832	0.2705	0.1557	0.4609	0.0825	0.2564	0.2387	0.1048	0.6754	0.0917
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	23959ac8-7f76-427b-b8f2-66a4e9cb8cac	PathCellObject		PathAnnotationObject	Polygon	3583.9	14864.8	0.7683	16.393	15.7929	0.8259	1	6.5487	3.2781	36.8814	23.6887	0.8259	1	9.8214	4.9166	0.4445	0.8221	0.8064	0.4065	1.3255	0.187	0.3959	0.382	0.1735	0.8139	0.1044	0.3193	0.3213	0.1735	0.5463	0.0792	0.584	0.5036	0.1735	1.3255	0.2576	0.149	0.146	0.0624	0.2906	0.0446	0.3067	0.2704	0.1214	0.9461	0.1442	0.3564	0.277	0.1947	0.9461	0.1934	0.2371	0.2129	0.0624	0.9461	0.1365
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	23f19261-e64a-417c-ab77-bd1af5d09e16	PathCellObject		PathAnnotationObject	Polygon	3642.5	14883.1	0.7678	27.5449	19.3132	0.928	0.9837	6.9004	5.0798	63.0053	28.886	0.9489	1	10.351	7.6198	0.4372	1.102	1.0892	0.3491	1.9554	0.3666	0.4034	0.3757	0.1397	1.1848	0.1877	0.325	0.3081	0.1397	0.6381	0.1331	0.7104	0.5773	0.1397	1.9554	0.4461	0.3991	0.2714	0.0481	1.3779	0.3081	0.2111	0.2033	0.0857	0.4735	0.0592	0.2134	0.1977	0.0948	0.4735	0.0787	0.2937	0.2124	0.0481	1.3779	0.2288
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	ac5e4707-8d97-4437-a033-3bdcce675063	PathCellObject		PathAnnotationObject	Polygon	3719.7	14731.5	0.7671	8.0586	10.3342	0.9482	1	3.7671	2.7768	18.1307	15.5008	0.9482	1	5.6517	4.1651	0.4444	0.8342	0.8459	0.3837	1.1382	0.1762	0.5033	0.4828	0.2367	0.8312	0.1523	0.4678	0.4167	0.2367	0.8312	0.1524	0.649	0.6382	0.2367	1.1382	0.2316	0.3579	0.3516	0.2993	0.4681	0.0386	0.3579	0.3461	0.2345	0.482	0.0486	0.3565	0.347	0.2345	0.4616	0.0506	0.3579	0.3481	0.2345	0.482	0.0444
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	22bdcc07-f87e-4f94-a8a4-b196198e8778	PathCellObject		PathAnnotationObject	Polygon	3663	14690.3	0.7659	21.2746	17.9929	0.8258	0.9955	7.2416	3.6832	48.0821	26.9753	0.8303	1	10.8624	5.5248	0.4424	0.7004	0.6852	0.505	0.9633	0.0931	0.5648	0.4513	0.1678	1.894	0.3577	0.5943	0.3433	0.1678	1.894	0.5252	0.6245	0.6176	0.1678	1.894	0.2827	0.4103	0.4071	0.2357	0.64	0.0908	0.3617	0.3431	0.1369	0.6443	0.1179	0.3345	0.3395	0.1369	0.6262	0.117	0.383	0.3691	0.1369	0.6443	0.1095
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	fb5d7401-8748-4a63-9e7b-aee940687c1e	PathCellObject		PathAnnotationObject	Polygon	3621.4	14810.8	0.7653	9.1211	11.082	0.9333	1	4.1586	2.8534	20.5228	16.6227	0.9333	1	6.2382	4.2799	0.4444	0.8744	0.8553	0.4631	1.3886	0.2275	0.4673	0.4619	0.2618	0.7786	0.103	0.4225	0.4184	0.2618	0.6332	0.0923	0.6459	0.5693	0.2618	1.3886	0.2636	0.6857	0.6875	0.353	1.0547	0.1884	0.3898	0.3899	0.2424	0.6017	0.0737	0.3784	0.3749	0.2497	0.5309	0.0666	0.5196	0.4522	0.2424	1.0547	0.2005
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	e9456eff-53f5-4f4b-9a2d-d64940110767	PathCellObject		PathAnnotationObject	Polygon	3524.9	14698.9	0.7643	16.5195	15.045	0.9171	1	5.7119	3.6964	37.1703	22.5685	0.9171	1	8.5693	5.5441	0.4444	0.7765	0.7919	0.4852	1.0002	0.1142	0.5169	0.5062	0.3183	0.8799	0.1041	0.4618	0.4467	0.3183	0.7048	0.0988	0.6319	0.6097	0.3183	1.0002	0.1687	0.2329	0.2269	0.1166	0.3677	0.0543	0.2551	0.2385	0.1581	0.4501	0.0616	0.2672	0.2422	0.1604	0.4501	0.0744	0.2453	0.232	0.1166	0.4501	0.0595
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	27c689ba-ee8d-4564-9c31-e354428a5601	PathCellObject		PathAnnotationObject	Polygon	3704.8	14771.4	0.7636	8.4801	10.4711	0.9719	1	3.5136	3.1134	19.0836	15.7078	0.9719	1	5.2711	4.6706	0.4444	0.7791	0.7478	0.4813	1.153	0.1914	0.4506	0.4473	0.251	0.6542	0.0906	0.3777	0.355	0.251	0.5761	0.0776	0.5947	0.5441	0.251	1.153	0.2174	0.2866	0.2796	0.1522	0.4126	0.0627	0.3468	0.3362	0.1928	0.639	0.0986	0.3637	0.3465	0.2033	0.639	0.1159	0.3204	0.3066	0.1522	0.639	0.0897
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	b276a951-8276-4488-b342-638cc54dad2d	PathCellObject		PathAnnotationObject	Polygon	3516.7	14815	0.7629	27.9591	20.0512	0.8739	0.9991	7.9932	4.4265	62.9647	30.0685	0.8752	1	11.9902	6.6396	0.4441	0.9662	0.9845	0.5561	1.2674	0.1183	0.6078	0.5305	0.1834	1.1775	0.2674	0.5299	0.442	0.1834	1.1543	0.2688	0.7659	0.8366	0.1834	1.2674	0.2789	0.2142	0.1791	0.0931	0.8978	0.1087	0.1995	0.1884	0.0724	0.5367	0.0756	0.2109	0.2073	0.0767	0.5297	0.0864	0.206	0.1838	0.0724	0.8978	0.092
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	afdbcb42-2efd-4a9d-9373-ef69384a9036	PathCellObject		PathAnnotationObject	Polygon	3599.1	14873.1	0.7625	12.9158	13.3129	0.9158	1	5.1083	3.3498	29.0567	19.9672	0.9159	1	7.6608	5.0252	0.4445	0.8331	0.8253	0.5955	1.162	0.0868	0.6133	0.6483	0.2226	1.036	0.1882	0.5786	0.5366	0.2226	1.036	0.2414	0.7078	0.7571	0.2226	1.162	0.1878	0.195	0.1921	0.1348	0.2768	0.0216	0.2022	0.1923	0.0604	0.3227	0.0537	0.2137	0.1988	0.0753	0.3227	0.0619	0.1991	0.1921	0.0604	0.3227	0.0431
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	d0d8df94-d7af-482f-8742-7b97b299fadf	PathCellObject		PathAnnotationObject	Polygon	3547.1	14861.5	0.7616	17.2562	15.0518	0.9571	1	5.4264	4.1184	38.826	22.5773	0.9572	1	8.1398	6.1776	0.4445	0.7226	0.7209	0.3978	1.0864	0.1222	0.4358	0.4072	0.2165	0.8776	0.124	0.3522	0.3279	0.2165	0.6777	0.0974	0.5631	0.5524	0.2165	1.0864	0.1884	0.176	0.1841	0.0503	0.3385	0.062	0.2183	0.2127	0.1168	0.3613	0.0525	0.2178	0.2136	0.1245	0.3595	0.0519	0.1995	0.2032	0.0503	0.3613	0.0606
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	3bdc9b5a-8906-4cf9-b159-f2843599263a	PathCellObject		PathAnnotationObject	Polygon	3661.9	14686.5	0.7615	12.7399	14.9164	0.7195	0.9825	6.2358	2.6082	29.154	22.3117	0.7359	1	9.353	3.9053	0.4369	1.4597	1.5084	0.6086	2.1029	0.383	0.6782	0.6004	0.2051	1.8582	0.3489	0.5779	0.4942	0.2051	1.3314	0.265	1.0189	0.9113	0.2051	2.1029	0.5318	0.2241	0.2188	0.1113	0.3593	0.0563	0.2664	0.2648	0.0965	0.5281	0.0953	0.2994	0.2908	0.0965	0.5281	0.1044	0.248	0.2405	0.0965	0.5281	0.0833
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	74425ce8-dbe0-4691-b515-b90f3d75f74e	PathCellObject		PathAnnotationObject	Polygon	3725.5	14709.6	0.7614	20.5904	16.2663	0.9779	1	5.6024	4.8852	46.3247	24.398	0.9779	1	8.4034	7.3272	0.4445	0.7555	0.7644	0.5127	0.9211	0.0994	0.5063	0.5042	0.3255	0.8679	0.0987	0.4984	0.4423	0.336	0.8679	0.1423	0.6168	0.603	0.3255	0.9211	0.1585	0.1847	0.1823	0.1176	0.267	0.0236	0.2214	0.2196	0.1299	0.3449	0.0401	0.2365	0.2354	0.1432	0.3304	0.0443	0.2052	0.1985	0.1176	0.3449	0.0384
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	221b005c-47b2-4377-906a-70d985affaf5	PathCellObject		PathAnnotationObject	Polygon	3710.4	14881.9	0.7613	25.7913	18.2654	0.9715	1	6.2726	5.3445	58.0272	27.3974	0.9715	1	9.4081	8.0172	0.4444	0.565	0.5469	0.3433	0.8678	0.1082	0.3407	0.341	0.1954	0.5563	0.0621	0.2861	0.2743	0.1954	0.5114	0.0578	0.4409	0.4132	0.1954	0.8678	0.1407	0.3113	0.3151	0.1857	0.4296	0.0521	0.2634	0.2539	0.1233	0.4642	0.0665	0.2536	0.2337	0.1233	0.4642	0.0773	0.2848	0.2894	0.1233	0.4642	0.065
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	fd9800a2-7b63-4e95-a31f-9b5a55c7cbe7	PathCellObject		PathAnnotationObject	Polygon	3709.2	14760	0.7606	11.7705	13.9057	0.7649	0.9773	5.6686	2.7424	27.0868	20.7971	0.787	1	8.5029	4.1065	0.4346	0.9028	0.8611	0.3909	1.6471	0.2907	0.4534	0.3767	0.1166	1.5319	0.3162	0.3767	0.3124	0.1202	1.3933	0.2876	0.647	0.5683	0.1166	1.6471	0.3778	0.1667	0.1591	0.0189	0.3435	0.0751	0.1836	0.1897	0.0347	0.3764	0.0705	0.1966	0.2011	0.0347	0.3764	0.0814	0.1764	0.1754	0.0189	0.3764	0.0729
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	28a7f93d-7c19-4ffc-8747-6f9eaa34e9a7	PathCellObject		PathAnnotationObject	Polygon	3695.4	14724.3	0.7603	21.1651	18.4837	0.7785	0.9878	7.5284	3.4466	48.2114	27.677	0.7909	1	11.2927	5.1705	0.439	1.0383	0.9882	0.4812	1.6849	0.265	0.4943	0.4188	0.2116	1.2726	0.2219	0.4213	0.3512	0.2292	1.0733	0.1907	0.7332	0.6848	0.2116	1.6849	0.3624	0.1866	0.1889	0.0837	0.2715	0.038	0.1973	0.1947	0.0961	0.3294	0.0364	0.2003	0.1922	0.0961	0.3294	0.0439	0.1926	0.1923	0.0837	0.3294	0.0375
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	dafcd4f1-cfbd-4101-8d19-c5fa2436b28e	PathCellObject		PathAnnotationObject	Polygon	3554.2	14832	0.76	13.5547	13.4443	0.9424	1	4.934	3.4669	30.4989	20.1667	0.9424	1	7.4021	5.2002	0.4444	0.6487	0.6477	0.3686	0.9346	0.1285	0.3779	0.3719	0.2391	0.5959	0.0705	0.342	0.3445	0.2524	0.4565	0.0456	0.4966	0.4512	0.2391	0.9346	0.1676	0.1846	0.1759	0.1277	0.3799	0.0398	0.2222	0.2036	0.1224	0.4275	0.0699	0.2331	0.218	0.1525	0.4143	0.0649	0.2057	0.1906	0.1224	0.4275	0.0615
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	f363225e-03e1-4398-976b-60efa3e666cc	PathCellObject		PathAnnotationObject	Polygon	3528.3	14677.8	0.7595	6.5488	11.2912	0.6455	0.8726	4.0658	2.2958	16.882	15.9836	0.8304	1	6.0975	3.443	0.3879	1.1912	1.1729	0.5419	1.7609	0.3404	0.6292	0.5038	0.1867	1.6433	0.3424	0.4956	0.4303	0.1867	1.3712	0.2803	0.8531	0.7711	0.1867	1.7609	0.4385	0.2053	0.2074	0.1241	0.3233	0.0354	0.2183	0.2044	0.0876	0.4537	0.0702	0.2262	0.2061	0.0876	0.4537	0.0907	0.2131	0.2058	0.0876	0.4537	0.0591
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	1d4e619e-cdad-448f-87df-d2108d0081ba	PathCellObject		PathAnnotationObject	Polygon	3657.3	14703.8	0.7595	14.738	14.4534	0.8866	0.9936	5.4886	3.5587	33.374	21.6745	0.8927	1	8.2328	5.3384	0.4416	0.9606	0.9563	0.5182	1.5376	0.2248	0.5969	0.5717	0.2005	1.2544	0.1888	0.574	0.5067	0.2005	1.2544	0.2593	0.7581	0.7202	0.2005	1.5376	0.2736	0.7266	0.73	0.1905	1.1514	0.1949	0.4559	0.4473	0.1024	1.1419	0.2042	0.4138	0.3552	0.1024	1.1419	0.239	0.5759	0.5864	0.1024	1.1514	0.2411
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	705d8e0f-2d84-4659-8d7b-8afda23bc7d6	PathCellObject		PathAnnotationObject	Polygon	3705	14796.4	0.7578	8.1488	10.3549	0.955	1	3.6818	2.7984	18.332	15.5317	0.955	1	5.5237	4.1967	0.4444	0.7616	0.7148	0.4035	1.1029	0.1883	0.3871	0.3853	0.1612	0.6375	0.097	0.3084	0.3269	0.1612	0.4063	0.0625	0.5531	0.5106	0.1612	1.1029	0.2358	0.2743	0.2355	0.1124	0.4661	0.1051	0.3338	0.3396	0.1504	0.4868	0.079	0.3271	0.327	0.1896	0.4562	0.0682	0.3074	0.3098	0.1124	0.4868	0.0961
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	1d6decbe-34ec-42b5-81b1-a464d5d2740a	PathCellObject		PathAnnotationObject	Polygon	3705.9	14887.7	0.7566	13.8816	14.3189	0.8508	1	5.7744	3.0041	31.2339	21.478	0.8508	1	8.6618	4.5065	0.4445	0.6875	0.6475	0.3601	1.1789	0.1748	0.5536	0.4295	0.2081	1.2187	0.2949	0.5107	0.3626	0.2081	1.2187	0.3199	0.6136	0.5869	0.2081	1.2187	0.257	0.2606	0.2588	0.1896	0.3367	0.0317	0.2439	0.2498	0.1219	0.3336	0.0495	0.2213	0.2149	0.1219	0.3278	0.0571	0.2514	0.2547	0.1219	0.3367	0.0432
